fund_name,category,fund_ytd,fund_1y,fund_3y,fund_5y,benchmark_name,benchmark_ytd,benchmark_1y,benchmark_3y,benchmark_5y,fund_mean,fund_std_dev,fund_Sharpe,fund_Sortino,fund_Beta,fund_Alpha,benchmark_mean,benchmark_std_dev,benchmark_Sharpe,benchmark_Sortino,fund_house,Type,Expense_ratio,AMC,Benchmark,Fund Manager,sector1_name,sector1_percent,sector2_name,sector2_percent,sector3_name,sector3_percent,Riskometer,Category,SubCategory
UTI Infrastructure Dir,Equity: Thematic-Infrastructure,0.68,-7.32,19.26,25.24,BSE India Infrastructure TRI,-3.38,-19.16,27.14,34.31,18.69,14.65,0.84,1.31,0.53,1.92,25.88,24.31,0.8,1.54,UTI Mutual Fund,Open-ended,"1.90%
(As on 31-Aug-2025)",UTI Asset Management Company Ltd,NIFTY Infrastructure TRI,Deepesh Agarwal,Industrials,35.41,Energy & Utilities,23.97,Technology,14.72,Very High,Equity,Thematic-Infrastructure
UTI Large Cap Dir,Equity: Large Cap,4.85,-1.99,12.9,18.07,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.44,11.62,0.53,0.83,0.9,-0.28,13.41,12.6,0.56,0.95,UTI Mutual Fund,Open-ended,"0.92%
(As on 31-Aug-2025)",UTI Asset Management Company Ltd,BSE 100 TRI,Karthikraj Lakshmanan,Financial,35.64,Technology,17.75,Consumer Discretionary,10.7,Very High,Equity,Large Cap
UTI Large & Mid Cap Dir,Equity: Large & MidCap,1.27,-3.6,21.1,25.7,BSE Large Mid Cap TRI,3.63,-2.87,14.42,20.55,19.93,13.55,1.0,1.59,0.99,6.11,13.75,13.11,0.57,0.8,UTI Mutual Fund,Open-ended,"1.01%
(As on 31-Aug-2025)",UTI Asset Management Company Ltd,NIFTY Large Midcap 250 TRI,V Srivatsa,Financial,29.97,Technology,14.05,Consumer Discretionary,10.48,Very High,Equity,Large & MidCap
UTI Midcap Dir,Equity: Mid Cap,-0.87,-6.21,16.75,23.91,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,16.62,15.54,0.66,0.93,0.95,-3.39,20.69,15.83,0.91,1.34,UTI Mutual Fund,Open-ended,"0.92%
(As on 31-Aug-2025)",UTI Asset Management Company Ltd,NIFTY Midcap 150 TRI,Vishal Chopda,Financial,19.32,Consumer Discretionary,17.87,Industrials,17.53,Very High,Equity,Mid Cap
UTI MNC Dir,Equity: Thematic-MNC,2.7,-3.32,13.02,15.52,BSE 500 TRI,2.84,-3.29,15.09,20.66,12.64,12.43,0.51,0.68,0.83,-0.36,14.4,13.39,0.6,0.94,UTI Mutual Fund,Open-ended,"1.25%
(As on 31-Aug-2025)",UTI Asset Management Company Ltd,NIFTY MNC TRI,Karthikraj Lakshmanan,Consumer Staples,20.13,Consumer Discretionary,18.37,Healthcare,16.06,Very High,Equity,Thematic-MNC
UTI Nifty 50 ETF,Equity: Large Cap,5.76,-0.41,13.1,18.22,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.48,12.12,0.51,0.91,0.96,-0.62,13.41,12.6,0.56,0.95,UTI Mutual Fund,Open-ended,"0.05%
(As on 31-Aug-2025)",UTI Asset Management Company Ltd,NIFTY 50 TRI,Sharwan Kumar Goyal,Financial,37.74,Technology,16.95,Energy & Utilities,11.78,Very High,Equity,Large Cap
UTI Nifty 50 Index Dir,Equity: Large Cap,5.64,-0.57,12.91,18.03,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.31,12.12,0.49,0.89,0.96,-0.79,13.41,12.6,0.56,0.95,UTI Mutual Fund,Open-ended,"0.17%
(As on 31-Aug-2025)",UTI Asset Management Company Ltd,NIFTY 50 TRI,Sharwan Kumar Goyal,Financial,37.76,Technology,16.96,Energy & Utilities,11.78,Very High,Equity,Large Cap
UTI Nifty Next 50 ETF,Equity: Large Cap,-0.57,-10.3,16.18,20.68,BSE 100 TRI,4.46,-1.7,14.08,19.28,15.89,17.97,0.53,0.81,1.28,0.47,13.41,12.6,0.56,0.95,UTI Mutual Fund,Open-ended,"0.15%
(As on 31-Aug-2025)",UTI Asset Management Company Ltd,NIFTY Next 50 TRI,Sharwan Kumar Goyal,Financial,20.27,Energy & Utilities,15.77,Consumer Staples,13.88,Very High,Equity,Large Cap
UTI Nifty Next 50 Index Dir,Equity: Large Cap,-0.77,-10.54,15.88,20.33,BSE 100 TRI,4.46,-1.7,14.08,19.28,15.63,17.96,0.52,0.79,1.28,0.22,13.41,12.6,0.56,0.95,UTI Mutual Fund,Open-ended,"0.34%
(As on 31-Aug-2025)",UTI Asset Management Company Ltd,NIFTY Next 50 TRI,Sharwan Kumar Goyal,Financial,20.27,Energy & Utilities,15.78,Consumer Staples,13.89,Very High,Equity,Large Cap
UTI Transportation & Logistics Dir,Equity: Thematic,17.41,4.51,23.94,27.74,BSE 500 TRI,2.84,-3.29,15.09,20.66,21.6,16.11,0.95,1.32,1.03,6.99,14.4,13.39,0.6,0.94,UTI Mutual Fund,Open-ended,"0.83%
(As on 31-Aug-2025)",UTI Asset Management Company Ltd,Nifty Transportation & Logistics TRI,Sachin Trivedi,Consumer Discretionary,66.96,Industrials,21.29,Technology,7.56,Very High,Equity,Thematic
UTI Value Dir,Equity: Value Oriented,3.24,-2.11,18.82,22.67,BSE 500 TRI,2.84,-3.29,15.09,20.66,17.48,12.61,0.88,1.5,0.91,3.82,14.4,13.39,0.6,0.94,UTI Mutual Fund,Open-ended,"1.17%
(As on 31-Aug-2025)",UTI Asset Management Company Ltd,NIFTY 500 TRI,Amit Kumar Premchandani,Financial,33.57,Technology,16.54,Consumer Discretionary,13.73,Very High,Equity,Value Oriented
360 ONE Dynamic Bond Dir,Debt: Dynamic Bond,6.62,8.7,8.22,7.31,VR Bond,4.06,5.87,6.93,5.43,7.75,1.95,0.73,1.11,1.08,1.02,6.7,1.63,0.23,0.31,360 ONE Mutual Fund,Open-ended,"0.27%
(As on 31-Aug-2025)",360 ONE Asset Management Limited,CRISIL Dynamic Bond A-III Index,Milan Mody,SOV,52.35,AAA,20.65,AA,14.19,Moderately High,Debt,Dynamic Bond
360 ONE Liquid Dir,Debt: Liquid,4.64,6.76,6.9,5.49,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.7,0.17,2.19,2.77,0.31,0.95,4.47,0.3,-6.14,-7.8,360 ONE Mutual Fund,Open-ended,"0.20%
(As on 31-Aug-2025)",360 ONE Asset Management Limited,CRISIL Liquid Debt A-I Index,Milan Mody,AAA,76.95,SOV,21.84,Cash Equivalent,0.92,Low to Moderate,Debt,Liquid
ABSL Banking & PSU Debt Dir,Debt: Banking and PSU,5.81,8.05,7.62,6.47,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.34,1.17,0.86,1.32,2.69,6.0,4.47,0.3,-6.14,-7.8,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.39%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,Nifty Banking & PSU Debt Index A-II,Harshil Suvarnkar,AAA,84.05,SOV,12.66,Cash Equivalent,2.99,Moderate,Debt,Banking and PSU
ABSL Corporate Bond Dir,Debt: Corporate Bond,5.64,7.93,7.86,6.68,VR Bond,4.06,5.87,6.93,5.43,7.48,1.24,0.93,1.19,0.69,0.9,6.7,1.63,0.23,0.31,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.32%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,Nifty Corporate Bond Index A-II,Kaustubh Gupta,AAA,69.06,SOV,27.6,Cash Equivalent,3.05,Moderate,Debt,Corporate Bond
ABSL Credit Risk Dir,Debt: Credit Risk,11.5,17.01,11.4,10.29,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,10.78,2.51,1.78,7.79,2.18,8.49,4.47,0.3,-6.14,-7.8,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.67%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,CRISIL Credit Risk Debt B-II Index,Mohit Sharma,AA,58.57,AAA,11.87,SOV,10.78,Moderately High,Debt,Credit Risk
ABSL Dynamic Bond Dir,Debt: Dynamic Bond,5.73,7.66,8.09,7.52,VR Bond,4.06,5.87,6.93,5.43,7.67,2.23,0.6,0.92,1.27,0.87,6.7,1.63,0.23,0.31,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.64%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,NIFTY Composite Debt Index A-III,Bhupesh Bameta,AAA,38.33,SOV,33.55,AA,20.31,Moderately High,Debt,Dynamic Bond
ABSL Floating Rate Dir,Debt: Floater,5.83,8.25,7.85,6.56,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.6,0.48,2.63,4.74,1.11,3.33,4.47,0.3,-6.14,-7.8,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.22%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,NIFTY Low Duration Debt Index A-I,Harshil Suvarnkar,AAA,85.53,SOV,11.38,Cash Equivalent,2.81,Low to Moderate,Debt,Floater
ABSL Income Dir,Debt: Medium to Long Duration,4.24,6.09,7.28,6.14,VR Bond,4.06,5.87,6.93,5.43,6.84,2.37,0.22,0.31,1.39,0.0,6.7,1.63,0.23,0.31,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.74%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,CRISIL Medium to Long Duration Debt A-III Index,Bhupesh Bameta,AAA,53.83,SOV,42.96,Cash Equivalent,2.9,Moderate,Debt,Medium to Long Duration
ABSL Liquid Dir,Debt: Liquid,4.82,7.01,7.14,5.75,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.92,0.19,3.17,4.05,0.39,1.32,4.47,0.3,-6.14,-7.8,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.21%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,NIFTY Liquid Index A-I,Kaustubh Gupta,AAA,86.59,SOV,13.09,Unrated / Others,0.27,Moderate,Debt,Liquid
ABSL Low Duration Dir,Debt: Low Duration,5.71,8.11,7.71,6.56,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.46,0.44,2.58,4.17,1.09,3.15,4.47,0.3,-6.14,-7.8,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.43%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,NIFTY Low Duration Debt Index A-I,Kaustubh Gupta,AAA,67.35,SOV,16.32,AA,13.99,Moderate,Debt,Low Duration
ABSL Medium Term Dir,Debt: Medium Duration,9.21,13.38,10.04,12.97,VR Bond,4.06,5.87,6.93,5.43,9.56,1.76,1.84,4.22,0.51,3.05,6.7,1.63,0.23,0.31,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.82%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,CRISIL Medium Duration Debt A-III Index,Mohit Sharma,AA,37.45,AAA,25.75,SOV,21.86,Moderately High,Debt,Medium Duration
ABSL Money Manager Dir,Debt: Money Market,5.61,7.92,7.66,6.26,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.41,0.34,3.14,4.81,0.85,2.67,4.47,0.3,-6.14,-7.8,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.22%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,CRISIL Money Market A-I Index,Anuj Jain,AAA,86.76,SOV,13.89,Unrated / Others,0.25,Moderate,Debt,Money Market
ABSL Retirement 50s + Debt Dir,Debt: Short Duration,4.49,6.35,6.59,5.29,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.23,1.3,-0.07,-0.1,3.0,5.47,4.47,0.3,-6.14,-7.8,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.84%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,CRISIL Short-Term Bond Index,Harshil Suvarnkar,SOV,79.23,Cash Equivalent,14.72,AAA,6.05,Moderate,Debt,Short Duration
ABSL Savings Dir,Debt: Ultra Short Duration,5.62,8.11,7.63,6.34,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.38,0.33,3.15,4.85,0.71,2.36,4.47,0.3,-6.14,-7.8,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.34%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,NIFTY Ultra Short Duration Debt Index A-I,Kaustubh Gupta,AAA,53.65,AA,29.16,SOV,13.58,Moderate,Debt,Ultra Short Duration
ABSL Short Term Dir,Debt: Short Duration,6.21,8.64,8.06,7.0,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.74,1.0,1.42,2.36,2.43,5.91,4.47,0.3,-6.14,-7.8,Aditya Birla Sun Life Mutual Fund,Open-ended,"0.36%
(As on 31-Aug-2025)",Aditya Birla Sun Life AMC Ltd.,NIFTY SD Debt Index A-II,Kaustubh Gupta,AAA,65.68,AA,13.97,SOV,12.12,Moderate,Debt,Short Duration
Axis Banking & PSU Debt Dir,Debt: Banking and PSU,5.97,8.19,7.39,6.17,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.1,1.06,0.72,1.15,2.6,5.59,4.47,0.3,-6.14,-7.8,Axis Mutual Fund,Open-ended,"0.35%
(As on 31-Aug-2025)",Axis Asset Management Company Ltd.,Nifty Banking & PSU Debt Index A-II,Aditya Pagaria,AAA,79.81,SOV,14.67,Cash Equivalent,5.22,Moderate,Debt,Banking and PSU
Axis Corporate Bond Dir,Debt: Corporate Bond,6.6,8.96,8.17,6.92,VR Bond,4.06,5.87,6.93,5.43,7.84,1.18,1.28,2.33,0.61,1.28,6.7,1.63,0.23,0.31,Axis Mutual Fund,Open-ended,"0.36%
(As on 31-Aug-2025)",Axis Asset Management Company Ltd.,Nifty Corporate Bond Index A-II,Devang Shah,AAA,80.85,SOV,14.58,Cash Equivalent,4.31,Moderate,Debt,Corporate Bond
Axis Credit Risk Dir,Debt: Credit Risk,6.82,9.34,8.47,7.75,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,8.11,0.76,2.35,3.93,1.89,5.27,4.47,0.3,-6.14,-7.8,Axis Mutual Fund,Open-ended,"0.80%
(As on 31-Aug-2025)",Axis Asset Management Company Ltd.,CRISIL Credit Risk Debt B-II Index,Akhil Bipin Thakker,AA,53.32,AAA,13.44,A and Below,13.22,High,Debt,Credit Risk
Axis Dynamic Bond Dir,Debt: Dynamic Bond,5.3,7.03,7.45,6.15,VR Bond,4.06,5.87,6.93,5.43,7.17,2.33,0.36,0.59,1.28,0.36,6.7,1.63,0.23,0.31,Axis Mutual Fund,Open-ended,"0.32%
(As on 31-Aug-2025)",Axis Asset Management Company Ltd.,NIFTY Composite Debt Index A-III,Devang Shah,AAA,53.47,SOV,34.39,Cash Equivalent,10.88,Moderate,Debt,Dynamic Bond
Axis Liquid Dir,Debt: Liquid,4.82,7.02,7.12,5.73,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.9,0.18,3.18,3.94,0.38,1.27,4.47,0.3,-6.14,-7.8,Axis Mutual Fund,Open-ended,"0.15%
(As on 31-Aug-2025)",Axis Asset Management Company Ltd.,NIFTY Liquid Index A-I,Aditya Pagaria,AAA,81.35,SOV,18.76,Bill Rediscounting,1.35,Low to Moderate,Debt,Liquid
Axis Money Market Dir,Debt: Money Market,5.66,7.98,7.66,6.24,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.42,0.36,3.01,5.01,0.92,2.79,4.47,0.3,-6.14,-7.8,Axis Mutual Fund,Open-ended,"0.17%
(As on 31-Aug-2025)",Axis Asset Management Company Ltd.,NIFTY Money Market Index A-I,Aditya Pagaria,AAA,84.77,SOV,12.22,Cash Equivalent,2.75,Low to Moderate,Debt,Money Market
Axis Short Duration Dir,Debt: Short Duration,6.59,9.05,8.1,6.78,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.78,1.02,1.43,2.78,2.57,6.21,4.47,0.3,-6.14,-7.8,Axis Mutual Fund,Open-ended,"0.38%
(As on 31-Aug-2025)",Axis Asset Management Company Ltd.,NIFTY SD Debt Index A-II,Aditya Pagaria,AAA,65.99,SOV,15.12,AA,11.9,Moderate,Debt,Short Duration
Axis Strategic Bond Dir,Debt: Medium Duration,6.6,9.12,8.56,7.62,VR Bond,4.06,5.87,6.93,5.43,8.15,1.26,1.45,2.57,0.68,1.57,6.7,1.63,0.23,0.31,Axis Mutual Fund,Open-ended,"0.72%
(As on 31-Aug-2025)",Axis Asset Management Company Ltd.,NIFTY Medium Duration Debt Index A-III,Akhil Bipin Thakker,AA,47.15,SOV,27.74,AAA,11.5,Moderately High,Debt,Medium Duration
Axis Treasury Advantage Dir,Debt: Low Duration,5.81,8.18,7.66,6.35,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.42,0.42,2.58,4.42,1.1,3.12,4.47,0.3,-6.14,-7.8,Axis Mutual Fund,Open-ended,"0.35%
(As on 31-Aug-2025)",Axis Asset Management Company Ltd.,NIFTY Low Duration Debt Index A-I,Aditya Pagaria,AAA,69.48,AA,13.63,SOV,13.29,Low to Moderate,Debt,Low Duration
Axis Ultra Short Duration Dir,Debt: Ultra Short Duration,5.48,7.81,7.58,6.31,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.34,0.29,3.53,5.28,0.71,2.33,4.47,0.3,-6.14,-7.8,Axis Mutual Fund,Open-ended,"0.38%
(As on 31-Aug-2025)",Axis Asset Management Company Ltd.,NIFTY Ultra Short Duration Debt Index A-I,Hardik Shah,AAA,65.35,AA,17.99,Cash Equivalent,9.53,Moderate,Debt,Ultra Short Duration
Bandhan Banking and PSU Dir,Debt: Banking and PSU,5.76,7.93,7.48,6.22,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.17,0.94,0.9,1.56,2.39,5.27,4.47,0.3,-6.14,-7.8,Bandhan Mutual Fund,Open-ended,"0.33%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,Nifty Banking & PSU Debt Index A-II,Gautam Kaul,AAA,69.52,SOV,25.96,Cash Equivalent,3.79,Moderate,Debt,Banking and PSU
Bandhan Bond Income Dir,Debt: Medium to Long Duration,3.5,4.87,6.69,5.12,VR Bond,4.06,5.87,6.93,5.43,6.05,2.61,-0.11,-0.15,1.53,-0.84,6.7,1.63,0.23,0.31,Bandhan Mutual Fund,Open-ended,"1.32%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,NIFTY Medium to Long Duration Debt Index A-III,Suyash Choudhary,SOV,82.79,AAA,14.48,Cash Equivalent,2.39,Moderate,Debt,Medium to Long Duration
Bandhan Bond Medium Term Dir,Debt: Medium Duration,5.74,7.84,7.66,5.92,VR Bond,4.06,5.87,6.93,5.43,7.13,1.77,0.45,0.7,0.93,0.46,6.7,1.63,0.23,0.31,Bandhan Mutual Fund,Open-ended,"0.60%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,NIFTY Medium Duration Debt Index A-III,Suyash Choudhary,SOV,68.26,AAA,29.55,Cash Equivalent,1.79,Moderate,Debt,Medium Duration
Bandhan Bond Short Term Dir,Debt: Short Duration,6.11,8.32,7.88,6.29,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.45,1.29,0.87,1.25,3.28,7.21,4.47,0.3,-6.14,-7.8,Bandhan Mutual Fund,Open-ended,"0.33%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,NIFTY SD Debt Index A-II,Suyash Choudhary,SOV,53.16,AAA,44.83,Cash Equivalent,1.72,Moderate,Debt,Short Duration
Bandhan Corporate Bond Dir,Debt: Corporate Bond,6.02,8.29,7.58,6.28,VR Bond,4.06,5.87,6.93,5.43,7.23,1.03,0.87,1.29,0.49,0.71,6.7,1.63,0.23,0.31,Bandhan Mutual Fund,Open-ended,"0.33%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,Nifty Corporate Bond Index A-II,Gautam Kaul,AAA,68.35,SOV,27.1,Cash Equivalent,4.27,Moderate,Debt,Corporate Bond
Bandhan Credit Risk Dir,Debt: Credit Risk,5.48,7.8,7.5,6.6,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.19,0.96,0.9,1.48,2.3,5.12,4.47,0.3,-6.14,-7.8,Bandhan Mutual Fund,Open-ended,"0.68%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,NIFTY Credit Risk Bond Index B-II,Debraj Lahiri,AA,66.67,SOV,20.76,AAA,7.69,Moderately High,Debt,Credit Risk
Bandhan Dynamic Bond Dir,Debt: Dynamic Bond,2.85,3.73,7.55,5.86,VR Bond,4.06,5.87,6.93,5.43,6.69,4.04,0.09,0.12,2.35,-0.51,6.7,1.63,0.23,0.31,Bandhan Mutual Fund,Open-ended,"0.71%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,NIFTY Composite Debt Index A-III,Suyash Choudhary,SOV,98.3,Cash Equivalent,1.37,Unrated / Others,0.34,Moderate,Debt,Dynamic Bond
Bandhan GSF Constant Maturity Dir,Debt: Gilt with 10 year Constant Duration,6.36,8.24,8.32,6.01,CCIL All Sovereign Bond - TRI,4.24,5.89,8.05,6.15,7.69,2.87,0.48,0.79,0.78,0.25,7.75,3.47,0.41,0.56,Bandhan Mutual Fund,Open-ended,"0.14%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,CRISIL 10-Year Gilt,Harshal Joshi,SOV,97.35,Cash Equivalent,2.61,Unrated / Others,0.04,Moderate,Debt,Gilt with 10 year Constant Duration
Bandhan GSF Investment Dir,Debt: Gilt,2.93,3.86,7.74,6.0,CCIL All Sovereign Bond - TRI,4.24,5.89,8.05,6.15,6.89,4.07,0.14,0.19,1.11,-1.02,7.75,3.47,0.41,0.56,Bandhan Mutual Fund,Open-ended,"0.52%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,CRISIL Dynamic Gilt Index,Suyash Choudhary,SOV,98.61,Cash Equivalent,1.36,Unrated / Others,0.03,Moderate,Debt,Gilt
Bandhan Liquid Dir,Debt: Liquid,4.74,6.92,7.07,5.68,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.85,0.18,2.9,3.47,0.38,1.22,4.47,0.3,-6.14,-7.8,Bandhan Mutual Fund,Open-ended,"0.12%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,NIFTY Liquid Index A-I,Harshal Joshi,AAA,83.73,SOV,15.38,Cash Equivalent,0.62,Low to Moderate,Debt,Liquid
Bandhan Low Duration Dir,Debt: Low Duration,5.57,7.79,7.38,5.98,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.11,0.48,1.64,2.1,1.28,3.15,4.47,0.3,-6.14,-7.8,Bandhan Mutual Fund,Open-ended,"0.34%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,NIFTY Low Duration Debt Index A-I,Harshal Joshi,AAA,78.7,SOV,13.87,AA,3.75,Low to Moderate,Debt,Low Duration
Bandhan Money Market Dir,Debt: Money Market,5.64,7.94,7.58,6.07,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.34,0.36,2.85,4.66,0.89,2.66,4.47,0.3,-6.14,-7.8,Bandhan Mutual Fund,Open-ended,"0.10%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,NIFTY Money Market Index A-I,Gautam Kaul,AAA,85.69,SOV,12.55,Cash Equivalent,1.52,Low to Moderate,Debt,Money Market
Bandhan Overnight Dir,Debt: Overnight,4.18,6.16,6.46,5.27,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.28,0.13,-0.34,-0.42,0.13,0.19,4.47,0.3,-6.14,-7.8,Bandhan Mutual Fund,Open-ended,"0.05%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,NIFTY 1D Rate Index,Brijesh Shah,Cash Equivalent,93.59,SOV,6.11,Unrated / Others,0.3,Low,Debt,Overnight
Bandhan Ultra Short Duration Dir,Debt: Ultra Short Duration,5.24,7.48,7.29,5.85,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.06,0.29,2.52,3.15,0.73,2.08,4.47,0.3,-6.14,-7.8,Bandhan Mutual Fund,Open-ended,"0.27%
(As on 31-Aug-2025)",Bandhan Asset Management Company Limited,NIFTY Ultra Short Duration Debt Index A-I,Harshal Joshi,AAA,82.26,Cash Equivalent,9.28,SOV,5.04,Low to Moderate,Debt,Ultra Short Duration
Bank of India Credit Risk Dir,Debt: Credit Risk,4.68,6.42,6.08,26.23,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,5.9,0.76,-0.56,-1.3,0.89,1.22,4.47,0.3,-6.14,-7.8,Bank of India Mutual Fund,Open-ended,"1.12%
(As on 31-Aug-2025)",Bank of India Investment Managers Private Limited,CRISIL Credit Risk Debt B-II Index,Alok Singh,AA,56.23,Cash Equivalent,38.59,AAA,4.74,Moderately High,Debt,Credit Risk
Bank of India Liquid Dir,Debt: Liquid,4.78,6.97,7.1,5.72,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.88,0.17,3.26,3.77,0.37,1.24,4.47,0.3,-6.14,-7.8,Bank of India Mutual Fund,Open-ended,"0.11%
(As on 31-Aug-2025)",Bank of India Investment Managers Private Limited,CRISIL Liquid Debt A-I Index,Mithraem Bharucha,AAA,79.18,SOV,12.81,Cash Equivalent,7.72,Low to Moderate,Debt,Liquid
Bank of India Short Term Income Dir,Debt: Short Duration,5.86,9.92,10.34,10.66,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,9.86,4.44,0.8,4.92,2.47,8.12,4.47,0.3,-6.14,-7.8,Bank of India Mutual Fund,Open-ended,"0.52%
(As on 31-Aug-2025)",Bank of India Investment Managers Private Limited,CRISIL Short Duration Debt A-II Index,Mithraem Bharucha,AAA,61.05,SOV,16.67,AA,11.21,Moderate,Debt,Short Duration
Bank of India Ultra Short Duration Dir,Debt: Ultra Short Duration,5.11,7.29,6.94,5.61,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.73,0.28,1.42,2.15,0.68,1.67,4.47,0.3,-6.14,-7.8,Bank of India Mutual Fund,Open-ended,"0.39%
(As on 31-Aug-2025)",Bank of India Investment Managers Private Limited,CRISIL Ultra Short Duration Debt A-I Index,Mithraem Bharucha,AAA,89.33,SOV,6.08,Cash Equivalent,4.35,Low to Moderate,Debt,Ultra Short Duration
Baroda BNP Paribas Corporate Bond Dir,Debt: Corporate Bond,6.59,8.89,8.08,6.07,VR Bond,4.06,5.87,6.93,5.43,7.71,1.35,1.02,1.98,0.71,1.12,6.7,1.63,0.23,0.31,Baroda BNP Paribas Mutual Fund,Open-ended,"0.20%
(As on 31-Aug-2025)",Baroda BNP Paribas Asset Management (India) Private Ltd.,CRISIL Corporate Debt A-II,Gurvinder Singh Wasan,AAA,76.99,SOV,16.51,Cash Equivalent,3.69,Moderate,Debt,Corporate Bond
Baroda BNP Paribas Credit Risk Dir,Debt: Credit Risk,6.69,9.11,8.67,10.59,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,8.28,0.71,2.74,5.91,1.61,4.94,4.47,0.3,-6.14,-7.8,Baroda BNP Paribas Mutual Fund,Open-ended,"0.85%
(As on 31-Aug-2025)",Baroda BNP Paribas Asset Management (India) Private Ltd.,CRISIL Credit Risk Debt B-II Index,Gurvinder Singh Wasan,AA,55.36,SOV,23.56,AAA,11.13,Moderately High,Debt,Credit Risk
